year;areakm;municipality;geocode_ibge;state
2012;3,3699968484368004;Laranjal do Jari;1600279;Amapá
2013;0,776628962195218;Laranjal do Jari;1600279;Amapá
2014;3,6738396479602584;Laranjal do Jari;1600279;Amapá
2015;1,5189576737344932;Laranjal do Jari;1600279;Amapá
2016;0,7305885345830774;Laranjal do Jari;1600279;Amapá
2017;1,8213329888897596;Laranjal do Jari;1600279;Amapá
2018;1,7375306352270654;Laranjal do Jari;1600279;Amapá
2019;1,4879746760991373;Laranjal do Jari;1600279;Amapá
2020;0,3678048075143572;Laranjal do Jari;1600279;Amapá
2021;2,1505264716581176;Laranjal do Jari;1600279;Amapá
2022;1,7122992274837459;Laranjal do Jari;1600279;Amapá
2023;2,12993209236669;Laranjal do Jari;1600279;Amapá
2024;2,6149771334951053;Laranjal do Jari;1600279;Amapá
2025;2,8205967085523405;Laranjal do Jari;1600279;Amapá
2007;539,19425329528;Macapá;1600303;Amapá
2008;6,650182009869798;Macapá;1600303;Amapá
2009;0,7495174060529023;Macapá;1600303;Amapá
2010;10,43838433822801;Macapá;1600303;Amapá
2011;0,8295324873615663;Macapá;1600303;Amapá
2012;2,395376135652466;Macapá;1600303;Amapá
2013;1,3715364606395881;Macapá;1600303;Amapá
2014;2,638045035864314;Macapá;1600303;Amapá
2015;3,0938902413868075;Macapá;1600303;Amapá
2016;1,6745957717426427;Macapá;1600303;Amapá
2017;0,6472337987840643;Macapá;1600303;Amapá
2018;4,015282442165631;Macapá;1600303;Amapá
2019;7,213163175099437;Macapá;1600303;Amapá
2020;1,4362682954428863;Macapá;1600303;Amapá
2021;0,9046514679731285;Macapá;1600303;Amapá
2022;0,5198455047252137;Macapá;1600303;Amapá
2023;1,472649435717737;Macapá;1600303;Amapá
2024;1,6582057755910935;Macapá;1600303;Amapá
2025;0,5214813741791777;Macapá;1600303;Amapá
2007;149,03300929847285;Mazagão;1600402;Amapá
2008;15,64770038334721;Mazagão;1600402;Amapá
2009;5,900931282669962;Mazagão;1600402;Amapá
2010;1,1810151150896737;Mazagão;1600402;Amapá
2011;1,5229688759709266;Mazagão;1600402;Amapá
2012;4,487579233628085;Mazagão;1600402;Amapá
2013;0,9699412412476445;Mazagão;1600402;Amapá
2014;3,1835283244350707;Mazagão;1600402;Amapá
2015;1,9438312696945144;Mazagão;1600402;Amapá
2016;1,3027292045339898;Mazagão;1600402;Amapá
2017;1,4867436989781952;Mazagão;1600402;Amapá
2018;4,6021588872154755;Mazagão;1600402;Amapá
2019;2,335358399611485;Mazagão;1600402;Amapá
2020;0,7105347634342503;Mazagão;1600402;Amapá
2021;2,458993021283125;Mazagão;1600402;Amapá
2022;2,6834232216339005;Mazagão;1600402;Amapá
2023;3,627100973051314;Mazagão;1600402;Amapá
2024;4,218523008885102;Mazagão;1600402;Amapá
2025;2,2294410622988923;Mazagão;1600402;Amapá
2007;236,90585134132002;Oiapoque;1600501;Amapá
2008;11,65989553375785;Oiapoque;1600501;Amapá
2009;4,142500938965606;Oiapoque;1600501;Amapá
2010;5,023966747098738;Oiapoque;1600501;Amapá
2011;2,0891620238082984;Oiapoque;1600501;Amapá
2012;2,36680905191455;Oiapoque;1600501;Amapá
2013;4,947731539382363;Oiapoque;1600501;Amapá
2014;2,548357341203418;Oiapoque;1600501;Amapá
2015;1,2720575232806408;Oiapoque;1600501;Amapá
2016;0,5019086659449485;Oiapoque;1600501;Amapá
2017;1,5602199920989306;Oiapoque;1600501;Amapá
2018;2,3776574224092566;Oiapoque;1600501;Amapá
2019;7,234982275023788;Oiapoque;1600501;Amapá
2020;0,6796922289582239;Oiapoque;1600501;Amapá
2021;0,7075610651230287;Oiapoque;1600501;Amapá
2022;1,6082288327436036;Oiapoque;1600501;Amapá
2023;0,7701139155866991;Oiapoque;1600501;Amapá
2024;5,636133099644179;Oiapoque;1600501;Amapá
2025;5,035097363233673;Oiapoque;1600501;Amapá
2007;289,7767182022819;Pedra Branca do Amapari;1600154;Amapá
2008;3,6609568852935204;Pedra Branca do Amapari;1600154;Amapá
2009;4,738035441769105;Pedra Branca do Amapari;1600154;Amapá
2010;1,8798798281087368;Pedra Branca do Amapari;1600154;Amapá
2011;1,3398719876195382;Pedra Branca do Amapari;1600154;Amapá
2012;0,790697949036892;Pedra Branca do Amapari;1600154;Amapá
2013;3,0885240497867277;Pedra Branca do Amapari;1600154;Amapá
2014;5,081889947833204;Pedra Branca do Amapari;1600154;Amapá
2015;1,1264149941184793;Pedra Branca do Amapari;1600154;Amapá
2016;1,4036491744701478;Pedra Branca do Amapari;1600154;Amapá
2017;1,4459079911365145;Pedra Branca do Amapari;1600154;Amapá
2018;2,030140793496503;Pedra Branca do Amapari;1600154;Amapá
2019;4,914819718276063;Pedra Branca do Amapari;1600154;Amapá
2020;1,0170528168551696;Pedra Branca do Amapari;1600154;Amapá
2021;1,9990166820678619;Pedra Branca do Amapari;1600154;Amapá
2022;3,3376505773150016;Pedra Branca do Amapari;1600154;Amapá
2023;0,7447049879707038;Pedra Branca do Amapari;1600154;Amapá
2024;0,585848695203989;Pedra Branca do Amapari;1600154;Amapá
2025;0,12661373533607861;Pedra Branca do Amapari;1600154;Amapá
2007;411,751932916243;Porto Grande;1600535;Amapá
2008;14,434299653645093;Porto Grande;1600535;Amapá
2009;4,632188072769264;Porto Grande;1600535;Amapá
2010;1,7247183970337019;Porto Grande;1600535;Amapá
2011;2,529091783881071;Porto Grande;1600535;Amapá
2012;2,7042781786096604;Porto Grande;1600535;Amapá
2013;1,865895908469036;Porto Grande;1600535;Amapá
2014;2,449146664234974;Porto Grande;1600535;Amapá
2015;0,6321089326528451;Porto Grande;1600535;Amapá
2016;0,8006178878688424;Porto Grande;1600535;Amapá
2017;3,017587070225843;Porto Grande;1600535;Amapá
2018;1,0704817402722233;Porto Grande;1600535;Amapá
2019;2,7437738117610504;Porto Grande;1600535;Amapá
2020;0,5924372502912507;Porto Grande;1600535;Amapá
2021;2,244031974329837;Porto Grande;1600535;Amapá
2022;0,6120574542530282;Porto Grande;1600535;Amapá
2023;1,1860281340934062;Porto Grande;1600535;Amapá
2024;0,3796394901365446;Porto Grande;1600535;Amapá
2025;0,3361464126403803;Porto Grande;1600535;Amapá
2007;80,02632317465483;Pracuúba;1600550;Amapá
2008;5,106120754706638;Pracuúba;1600550;Amapá
2009;2,3968504246141618;Pracuúba;1600550;Amapá
2010;3,4494587778826684;Pracuúba;1600550;Amapá
2011;0,6604479107856358;Pracuúba;1600550;Amapá
2012;0;Pracuúba;1600550;Amapá
2013;2,0940589353708896;Pracuúba;1600550;Amapá
2014;0,9986272835848601;Pracuúba;1600550;Amapá
2015;0,8563400768850398;Pracuúba;1600550;Amapá
2016;0,2370199425500948;Pracuúba;1600550;Amapá
2017;0,1804262497530514;Pracuúba;1600550;Amapá
2018;0,18566565950396147;Pracuúba;1600550;Amapá
2019;1,2837527719869533;Pracuúba;1600550;Amapá
2020;0,6397939854069873;Pracuúba;1600550;Amapá
2021;0,2170110218206059;Pracuúba;1600550;Amapá
2022;0;Pracuúba;1600550;Amapá
2023;0,4050495853512925;Pracuúba;1600550;Amapá
2024;0,08648724024457995;Pracuúba;1600550;Amapá
2025;0,06371679092482822;Pracuúba;1600550;Amapá
2007;75,95367323614137;Santana;1600600;Amapá
2008;4,967471810831269;Santana;1600600;Amapá
2009;0,19063065818853248;Santana;1600600;Amapá
2010;0,30669325368146333;Santana;1600600;Amapá
2011;0,09804581016080775;Santana;1600600;Amapá
2012;0,19113974172364562;Santana;1600600;Amapá
2013;0,16121296081896797;Santana;1600600;Amapá
2014;0,48295323742251145;Santana;1600600;Amapá
2015;0;Santana;1600600;Amapá
2016;0,2500060680345399;Santana;1600600;Amapá
2017;0,21978021970486405;Santana;1600600;Amapá
2018;0,5395331657286171;Santana;1600600;Amapá
2019;0,0845830954585636;Santana;1600600;Amapá
2020;0,3476815900059009;Santana;1600600;Amapá
2021;0,12982744570121613;Santana;1600600;Amapá
2022;0,007410364095472289;Santana;1600600;Amapá
2023;0,07839471087713909;Santana;1600600;Amapá
2024;0,22454795454048396;Santana;1600600;Amapá
2025;0;Santana;1600600;Amapá
2007;69,32464236224845;Serra do Navio;1600055;Amapá
2008;0,3161117298186531;Serra do Navio;1600055;Amapá
2009;0,497983385460864;Serra do Navio;1600055;Amapá
2010;0,1477312521874149;Serra do Navio;1600055;Amapá
2011;0,07747223635071988;Serra do Navio;1600055;Amapá
2012;0;Serra do Navio;1600055;Amapá
2013;0,26716913108945145;Serra do Navio;1600055;Amapá
2014;0,43352469731886273;Serra do Navio;1600055;Amapá
2015;0,08425360723951228;Serra do Navio;1600055;Amapá
2016;0,0869851568405106;Serra do Navio;1600055;Amapá
2017;0,06905495788203779;Serra do Navio;1600055;Amapá
2018;0,17805775957721864;Serra do Navio;1600055;Amapá
2019;0,49959069663496525;Serra do Navio;1600055;Amapá
2020;0,0798508071440106;Serra do Navio;1600055;Amapá
2021;0,34641595409020015;Serra do Navio;1600055;Amapá
2022;0,17181462150436483;Serra do Navio;1600055;Amapá
2023;0,19427128783805658;Serra do Navio;1600055;Amapá
2024;0,14946700897140686;Serra do Navio;1600055;Amapá
2025;0;Serra do Navio;1600055;Amapá
2007;332,41827315787356;Tartarugalzinho;1600709;Amapá
2008;13,716569481376045;Tartarugalzinho;1600709;Amapá
2009;6,0562005219406;Tartarugalzinho;1600709;Amapá
2010;11,850870051674079;Tartarugalzinho;1600709;Amapá
2011;2,1166861766392238;Tartarugalzinho;1600709;Amapá
2012;0,6817485866149584;Tartarugalzinho;1600709;Amapá
2013;4,042944529088039;Tartarugalzinho;1600709;Amapá
2014;2,2647897832222874;Tartarugalzinho;1600709;Amapá
2015;2,8879935323738493;Tartarugalzinho;1600709;Amapá
2016;1,1044416216271808;Tartarugalzinho;1600709;Amapá
2017;2,408463293850255;Tartarugalzinho;1600709;Amapá
2018;1,6867954684388968;Tartarugalzinho;1600709;Amapá
2019;5,892938729659536;Tartarugalzinho;1600709;Amapá
2020;1,3809327206229125;Tartarugalzinho;1600709;Amapá
2021;0,8761494995658815;Tartarugalzinho;1600709;Amapá
2022;0,16461483690648582;Tartarugalzinho;1600709;Amapá
2023;1,8448712990119276;Tartarugalzinho;1600709;Amapá
2024;0,49169278285197326;Tartarugalzinho;1600709;Amapá
2025;0;Tartarugalzinho;1600709;Amapá
2007;240,4701543017638;Vitória do Jari;1600808;Amapá
2008;1,3327958725235498;Vitória do Jari;1600808;Amapá
2009;1,8296905814548703;Vitória do Jari;1600808;Amapá
2010;6,4190392653577195;Vitória do Jari;1600808;Amapá
2011;1,1040741795791398;Vitória do Jari;1600808;Amapá
2012;0,966748946594726;Vitória do Jari;1600808;Amapá
2013;0,6893097647547197;Vitória do Jari;1600808;Amapá
2014;0,6412181997291503;Vitória do Jari;1600808;Amapá
2015;0,39236114217234985;Vitória do Jari;1600808;Amapá
2016;1,3301633125374492;Vitória do Jari;1600808;Amapá
2017;1,0979066797305286;Vitória do Jari;1600808;Amapá
2018;1,4285705213275255;Vitória do Jari;1600808;Amapá
2019;0,5045430531897332;Vitória do Jari;1600808;Amapá
2020;1,1277061202729106;Vitória do Jari;1600808;Amapá
2021;2,7201967404992;Vitória do Jari;1600808;Amapá
2022;0,5115140647697959;Vitória do Jari;1600808;Amapá
2023;0,29585751873618493;Vitória do Jari;1600808;Amapá
2024;3,5767108037612703;Vitória do Jari;1600808;Amapá
2025;1,1699590624872263;Vitória do Jari;1600808;Amapá
2007;343,0092501907437;Alvarães;1300029;Amazonas
2008;10,485485589122332;Alvarães;1300029;Amazonas
2009;2,0156094076164237;Alvarães;1300029;Amazonas
2010;6,5736091155379945;Alvarães;1300029;Amazonas
2011;2,3443192618687774;Alvarães;1300029;Amazonas
2012;0,7384763639048285;Alvarães;1300029;Amazonas
2013;0,7914254206371412;Alvarães;1300029;Amazonas
2014;6,320626997892817;Alvarães;1300029;Amazonas
2015;0,6139590434719783;Alvarães;1300029;Amazonas
2016;3,954740856866538;Alvarães;1300029;Amazonas
2017;4,176179163547856;Alvarães;1300029;Amazonas
2018;5,408357588262011;Alvarães;1300029;Amazonas
2019;2,8002798793665304;Alvarães;1300029;Amazonas
2020;5,360765288375995;Alvarães;1300029;Amazonas
2021;7,416007328092848;Alvarães;1300029;Amazonas
2022;1,416608579242406;Alvarães;1300029;Amazonas
2023;6,023010303576872;Alvarães;1300029;Amazonas
2024;7,987877248028842;Alvarães;1300029;Amazonas
2025;1,5565899717856;Alvarães;1300029;Amazonas
2007;131,24318801411718;Amaturá;1300060;Amazonas
2008;0,10728183826274183;Amaturá;1300060;Amazonas
2009;0,9195923124219622;Amaturá;1300060;Amazonas
2010;0,9506614638399159;Amaturá;1300060;Amazonas
2011;1,5064149483377363;Amaturá;1300060;Amazonas
2012;0,19432071935589373;Amaturá;1300060;Amazonas
2013;0;Amaturá;1300060;Amazonas
2014;0;Amaturá;1300060;Amazonas
2015;0,5819162016373323;Amaturá;1300060;Amazonas
2016;0,2315809279783747;Amaturá;1300060;Amazonas
2017;0,5802155412221306;Amaturá;1300060;Amazonas
2018;0,3941923073326024;Amaturá;1300060;Amazonas
2019;0;Amaturá;1300060;Amazonas
2020;0,15570340716285158;Amaturá;1300060;Amazonas
2021;0,5308319245867876;Amaturá;1300060;Amazonas
2022;0,07202476961103828;Amaturá;1300060;Amazonas
2023;1,1589548415535014;Amaturá;1300060;Amazonas
2024;6,991715521769038;Amaturá;1300060;Amazonas
2025;0,07070771621299815;Amaturá;1300060;Amazonas
2007;238,91154421011876;Anamã;1300086;Amazonas
2008;0,06759379478983114;Anamã;1300086;Amazonas
2009;1,203788253684689;Anamã;1300086;Amazonas
2010;2,536308354393403;Anamã;1300086;Amazonas
2011;0,8718977701116258;Anamã;1300086;Amazonas
2012;0,6470077420857037;Anamã;1300086;Amazonas
2013;0,7173849601290363;Anamã;1300086;Amazonas
2014;0,5456213800392626;Anamã;1300086;Amazonas
2015;1,0077374006400732;Anamã;1300086;Amazonas
2016;0;Anamã;1300086;Amazonas
2017;0,9675467434613947;Anamã;1300086;Amazonas
2018;0,24829405227855517;Anamã;1300086;Amazonas
2019;0,32286474963589484;Anamã;1300086;Amazonas
2020;0,6563514258761894;Anamã;1300086;Amazonas
2021;1,7154578556867657;Anamã;1300086;Amazonas
2022;0,28715536842128436;Anamã;1300086;Amazonas
2023;1,008854920485664;Anamã;1300086;Amazonas
2024;0,20198445752080307;Anamã;1300086;Amazonas
2025;0,17424245950170072;Anamã;1300086;Amazonas
2007;92,46849898732333;Anori;1300102;Amazonas
2008;0,9733016896503678;Anori;1300102;Amazonas
2009;0,5470151724908486;Anori;1300102;Amazonas
2010;0,5475201356418908;Anori;1300102;Amazonas
2011;0,5804307176184164;Anori;1300102;Amazonas
2012;0,6375724316625268;Anori;1300102;Amazonas
2013;0,7589942992377451;Anori;1300102;Amazonas
2014;0,5796037681099031;Anori;1300102;Amazonas
2015;0,5383389436856355;Anori;1300102;Amazonas
2016;0,3479596456281871;Anori;1300102;Amazonas
2017;0,23844444088498967;Anori;1300102;Amazonas
2018;0,09955365165706503;Anori;1300102;Amazonas
2019;0;Anori;1300102;Amazonas
2020;0,31824040145655974;Anori;1300102;Amazonas
2021;0,45065157592834537;Anori;1300102;Amazonas
2022;0,2179246611708135;Anori;1300102;Amazonas
2023;0,2654644829022482;Anori;1300102;Amazonas
2024;0,18241794060480043;Anori;1300102;Amazonas
2025;0,06640858716513605;Anori;1300102;Amazonas
2007;1796,6953573058972;Apuí;1300144;Amazonas
2008;70,15044669515409;Apuí;1300144;Amazonas
2009;63,98871424853331;Apuí;1300144;Amazonas
2010;46,26496001147738;Apuí;1300144;Amazonas
2011;48,52139903487717;Apuí;1300144;Amazonas
2012;73,88417050860734;Apuí;1300144;Amazonas
2013;86,11037009126808;Apuí;1300144;Amazonas
2014;80,03801338202341;Apuí;1300144;Amazonas
2015;107,00638766240247;Apuí;1300144;Amazonas
2016;161,3477996685402;Apuí;1300144;Amazonas
2017;169,5419540446655;Apuí;1300144;Amazonas
2018;158,18981356850037;Apuí;1300144;Amazonas
2019;287,69414386192364;Apuí;1300144;Amazonas
2020;259,6255810594986;Apuí;1300144;Amazonas
2021;329,88404755016603;Apuí;1300144;Amazonas
2022;731,7188052453429;Apuí;1300144;Amazonas
2023;234,57080097255468;Apuí;1300144;Amazonas
2024;115,77319901992634;Apuí;1300144;Amazonas
2025;168,08115450158337;Apuí;1300144;Amazonas
2007;261,89937393973855;Atalaia do Norte;1300201;Amazonas
2008;1,1529660294632968;Atalaia do Norte;1300201;Amazonas
2009;1,4468841621375907;Atalaia do Norte;1300201;Amazonas
2010;2,3882552801051484;Atalaia do Norte;1300201;Amazonas
2011;1,6596112876104563;Atalaia do Norte;1300201;Amazonas
2012;1,5374047188744855;Atalaia do Norte;1300201;Amazonas
2013;0,8858163400410275;Atalaia do Norte;1300201;Amazonas
2014;0,3856416141554919;Atalaia do Norte;1300201;Amazonas
2015;0,08706428533200884;Atalaia do Norte;1300201;Amazonas
2016;1,0274241556032078;Atalaia do Norte;1300201;Amazonas
2017;1,2386212938593035;Atalaia do Norte;1300201;Amazonas
2018;0,6732391385573724;Atalaia do Norte;1300201;Amazonas
2019;2,4666282399925032;Atalaia do Norte;1300201;Amazonas
2020;0,9961210280356505;Atalaia do Norte;1300201;Amazonas
2021;1,7389220126586156;Atalaia do Norte;1300201;Amazonas
2022;2,056694959405393;Atalaia do Norte;1300201;Amazonas
2023;1,6446378686946324;Atalaia do Norte;1300201;Amazonas
2024;1,28663674805583;Atalaia do Norte;1300201;Amazonas
2025;0,34026728738762013;Atalaia do Norte;1300201;Amazonas
2007;1353,086849307574;Autazes;1300300;Amazonas
2008;40,54814330938783;Autazes;1300300;Amazonas
2009;9,983415043012144;Autazes;1300300;Amazonas
2010;5,812079482624983;Autazes;1300300;Amazonas
2011;23,87041278065847;Autazes;1300300;Amazonas
2012;14,403382513988545;Autazes;1300300;Amazonas
2013;9,265598081768301;Autazes;1300300;Amazonas
2014;14,77430670208726;Autazes;1300300;Amazonas
2015;23,19569178389159;Autazes;1300300;Amazonas
2016;6,268276297695148;Autazes;1300300;Amazonas
2017;19,040604750727976;Autazes;1300300;Amazonas
2018;13,417540302452428;Autazes;1300300;Amazonas
2019;34,783659036071775;Autazes;1300300;Amazonas
2020;22,817052538616018;Autazes;1300300;Amazonas
2021;47,30567150329843;Autazes;1300300;Amazonas
2022;44,67317108645715;Autazes;1300300;Amazonas
2023;20,770112536216555;Autazes;1300300;Amazonas
2024;15,718901203237385;Autazes;1300300;Amazonas
2025;19,655628173184088;Autazes;1300300;Amazonas
2007;438,9375588125998;Barcelos;1300409;Amazonas
2008;1,481546144341831;Barcelos;1300409;Amazonas
2009;0,5395157102588707;Barcelos;1300409;Amazonas
2010;3,391432235075096;Barcelos;1300409;Amazonas
2011;1,5356350721949634;Barcelos;1300409;Amazonas
2012;1,2657651260958427;Barcelos;1300409;Amazonas
2013;0,9840133676124626;Barcelos;1300409;Amazonas
2014;1,8227831544435462;Barcelos;1300409;Amazonas
2015;0,32893088079483557;Barcelos;1300409;Amazonas
2016;0,9957486385561959;Barcelos;1300409;Amazonas
2017;1,1065373554411047;Barcelos;1300409;Amazonas
2018;1,203739474561882;Barcelos;1300409;Amazonas
2019;11,05257907842759;Barcelos;1300409;Amazonas
2020;1,2609654566469795;Barcelos;1300409;Amazonas
2021;1,3933995834888062;Barcelos;1300409;Amazonas
2022;0,7065850905675279;Barcelos;1300409;Amazonas
2023;1,6840179254267247;Barcelos;1300409;Amazonas
2024;8,571806604937096;Barcelos;1300409;Amazonas
2025;0,27648727487667335;Barcelos;1300409;Amazonas
2007;832,264212310369;Barreirinha;1300508;Amazonas
2008;7,886948029091079;Barreirinha;1300508;Amazonas
2009;2,674340633627475;Barreirinha;1300508;Amazonas
2010;13,583902475548406;Barreirinha;1300508;Amazonas
2011;4,952474089728326;Barreirinha;1300508;Amazonas
2012;2,767057820957509;Barreirinha;1300508;Amazonas
2013;3,0953380612588632;Barreirinha;1300508;Amazonas
2014;6,368068718258229;Barreirinha;1300508;Amazonas
2015;5,780969141826542;Barreirinha;1300508;Amazonas
2016;1,7296054365920641;Barreirinha;1300508;Amazonas
2017;3,3109861866970913;Barreirinha;1300508;Amazonas
2018;1,6243233114104074;Barreirinha;1300508;Amazonas
2019;3,768371729162258;Barreirinha;1300508;Amazonas
2020;1,4498023539295362;Barreirinha;1300508;Amazonas
2021;3,23352975055195;Barreirinha;1300508;Amazonas
2022;4,913774712631871;Barreirinha;1300508;Amazonas
2023;0,5893377394137933;Barreirinha;1300508;Amazonas
2024;10,543860176605728;Barreirinha;1300508;Amazonas
2025;2,80540483493395;Barreirinha;1300508;Amazonas
2007;182,50905223961928;Benjamin Constant;1300607;Amazonas
2008;0,5630982210280571;Benjamin Constant;1300607;Amazonas
2009;0,6157900479418271;Benjamin Constant;1300607;Amazonas
2010;0,4640098346497248;Benjamin Constant;1300607;Amazonas
2011;0,8931223644336036;Benjamin Constant;1300607;Amazonas
2012;0,24766166908227455;Benjamin Constant;1300607;Amazonas
2013;1,4175392693790498;Benjamin Constant;1300607;Amazonas
2014;0,3010928861476634;Benjamin Constant;1300607;Amazonas
2015;0,9168293864489455;Benjamin Constant;1300607;Amazonas
2016;0,22687170691905523;Benjamin Constant;1300607;Amazonas
2017;0,4428191053899658;Benjamin Constant;1300607;Amazonas
2018;0,17043935194881232;Benjamin Constant;1300607;Amazonas
2019;0,42393879991639793;Benjamin Constant;1300607;Amazonas
